ID,Place_Name,type,City,Budget_Level,Age_Group,Trip_Type,Description,Latitude,Longitude,Coordinate_Source,Geocode_Status,Estimated_Cost_ILS,Place_Name_AR,Description_AR,Description_EN,Image_URL
58,Tourism Interpretation Center,Historic Old City,Nablus,High,All,Cultural,The Tourism Interpretation Center at Sebastia provides visitor orientation and historical context for the archaeological site.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,95,مركز التفسير السياحي,يقدم مركز التفسير السياحي في سبسطية إرشادات للزوار وسياقاً تاريخياً عن الموقع الأثري.,The Tourism Interpretation Center at Sebastia provides visitor orientation and historical context for the archaeological site.,https://www.travelpalestine.ps/public/files/image/destinations/nablus/inter.jpg
60,Sebastia Archaeological Museum,Archaeological,Nablus,High,Family,Adventure,The Sebastia Archaeological Museum displays artifacts recovered from excavations of the ancient city.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,135,متحف سبسطية الأثري,يعرض متحف سبسطية الأثري القطع المكتشفة من التنقيبات في المدينة القديمة.,The Sebastia Archaeological Museum displays artifacts recovered from excavations of the ancient city.,https://www.travelpalestine.ps/public/files/image/destinations/nablus/sebestia%20museum%20.jpg
61,Al-Kayed Palace,Historic Old City,Nablus,Medium,Family,Cultural,"Al-Kayed Palace, in Sebastia, is a historic Ottoman-era residence.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,55,قصر القائد,قصر القائد في سبسطية مسكن تاريخي من العصر العثماني.,"Al-Kayed Palace, in Sebastia, is a historic Ottoman-era residence.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTAmspghK6Ta3CrOVYUphQansGB6c62yUnzVcgQBaRPg&s=10
62,The Shrine of Sheikh Sha'la or Shu'ala,Religious,Nablus,Medium,All,Religious,The Shrine of Sheikh Sha'la (Shu'ala) is a local Islamic shrine in the Sebastia/Nablus area.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,40,مقام الشيخ شعلة أو شعالة,مقام الشيخ شعلة (شعالة) مقام إسلامي محلي في منطقة سبسطية/نابلس.,The Shrine of Sheikh Sha'la (Shu'ala) is a local Islamic shrine in the Sebastia/Nablus area.,https://www.palestineremembered.com/GeoPoints/al_Naqura_1078/Picture131751.jpg
63,Al-Badhan Village,Historic Old City,Nablus,Low,Family,Cultural,"Al-Badhan Village, near Nablus, is known for its natural spring and picturesque valley setting, popular for day trips.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,10,قرية الباذان,تشتهر قرية الباذان قرب نابلس بنبعها الطبيعي وواديها الجميل، وهي مقصد شائع للرحلات اليومية.,"Al-Badhan Village, near Nablus, is known for its natural spring and picturesque valley setting, popular for day trips.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYYpu3aKZP-oHPUZ-xIJQDQpmzHtLmLCktcoBw8JeD4g&s=10
64,The Shrine of Joseph (Yusuf),Religious,Nablus,Medium,All,Religious,"The Shrine of Joseph (Yusuf), near Nablus, is venerated in Islamic, Christian, and Jewish tradition as associated with the biblical patriarch Joseph.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,25,مقام النبي يوسف,مقام النبي يوسف قرب نابلس يُبجَّل في التقاليد الإسلامية والمسيحية واليهودية ارتباطاً بالنبي يوسف.,"The Shrine of Joseph (Yusuf), near Nablus, is venerated in Islamic, Christian, and Jewish tradition as associated with the biblical patriarch Joseph.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmPbNiKD7ngmJRocg-NSWPHZHw9ogqLWLwzaNozvU4cA&s=10
65,The Roman Amphitheater,Archaeological,Nablus,Medium,Youth,Adventure,The Roman Amphitheater (Nablus area) contains remains of an ancient Roman entertainment structure.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,60,المدرج الروماني,يحتوي المدرج الروماني (منطقة نابلس) على بقايا منشأة ترفيهية رومانية قديمة.,The Roman Amphitheater (Nablus area) contains remains of an ancient Roman entertainment structure.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZFafG2ktzT3_ZGF2lWmMLsFbSHnYy40vxDv69mBkW-Q&s=10
66,The Roman Hippodrome,Archaeological,Nablus,Medium,Youth,Adventure,"The Roman Hippodrome, near Nablus, was an ancient venue for chariot races and public events.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,40,الميدان الروماني (الهيبودروم),كان الميدان الروماني قرب نابلس ساحة قديمة لسباقات العربات والفعاليات العامة.,"The Roman Hippodrome, near Nablus, was an ancient venue for chariot races and public events.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7CtIcWM7wdOzsy8eGgZ3gtuqA0nNO7ApyuX_dOT5gb3QloMW8YB5MdDjy&s=10
67,Khan Al-Wakalah,Historic Old City,Nablus,Low,All,Cultural,"Khan Al-Wakalah is a historic Ottoman-era caravanserai in Nablus's Old City, once used to house traveling merchants and their goods.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,5,خان الوكالة,خان الوكالة خان تاريخي من العصر العثماني في البلدة القديمة بنابلس، استُخدم لإيواء التجار المسافرين وبضائعهم.,"Khan Al-Wakalah is a historic Ottoman-era caravanserai in Nablus's Old City, once used to house traveling merchants and their goods.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMHsxvLGbQ6FAYAlAi7Yzz7I5IEeGmGjTcROZZnNPpqMcJJS2dGBsnbrU&s=10
68,The Old Rafidia Mosque,Religious,Nablus,Medium,All,Religious,The Old Rafidia Mosque is a historic mosque in the Rafidia quarter of Nablus.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,60,مسجد رفيديا القديم,مسجد رفيديا القديم مسجد تاريخي في حي رفيديا بنابلس.,The Old Rafidia Mosque is a historic mosque in the Rafidia quarter of Nablus.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPyoDDqAa4Z5AKD54IC7e8Ox2q8FOwLiDv3AWeYNbCgg&s=10
69,Jacob's Well Church,Religious,Nablus,Medium,All,Religious,"Jacob's Well Church, near Nablus, is a Greek Orthodox church built over the biblical well traditionally identified as the site where Jesus spoke with the Samaritan woman.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,30,كنيسة بئر يعقوب,كنيسة بئر يعقوب قرب نابلس كنيسة أرثوذكسية بُنيت فوق البئر التوراتي الذي يُعتقد أن المسيح تحدث فيه مع المرأة السامرية.,"Jacob's Well Church, near Nablus, is a Greek Orthodox church built over the biblical well traditionally identified as the site where Jesus spoke with the Samaritan woman.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBZhKYYdsTRe5b_iW1STfuz0vUjS5XGzPRlzwRfOeHuPw2mnmaO9YCy6w&s=10
70,Jupiter temple on Tel Al-Ras,Archaeological,Nablus,Medium,Youth,Adventure,"The Jupiter Temple on Tel al-Ras, near Nablus, contains the remains of a Roman-period temple dedicated to Jupiter, built atop the sacred summit of Mount Gerizim.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,35,معبد المشتري في تل الراس,يحتوي معبد المشتري في تل الراس قرب نابلس على بقايا معبد روماني مخصص للإله المشتري، بُني فوق قمة جبل جرزيم المقدسة.,"The Jupiter Temple on Tel al-Ras, near Nablus, contains the remains of a Roman-period temple dedicated to Jupiter, built atop the sacred summit of Mount Gerizim.",https://scontent.fjrs29-1.fna.fbcdn.net/v/t1.6435-9/52762415_1698221820380023_4775166986407641088_n.jpg?stp=dst-jpg_tt6&cstp=mx960x638&ctp=s960x638&_nc_cat=104&_nc_map=urlgen_bucketless&ccb=1-7&_nc_sid=127cfc&_nc_ohc=AxbqOdzccAYQ7kNvwHUgz6r&_nc_oc=Adqsa4ATc1sdRxZtHWQdAJXPJN81aHyZRyHFuwJta4F-RQQZPRa5BPmLRRFHB7L2lGc&_nc_zt=23&_nc_ht=scontent.fjrs29-1.fna&_nc_gid=8USNsFl2-AdyT0_5Rpyymg&_nc_ss=7b2a8&oh=00_AQKsiCIrZ8-CWpgHszYdAc5Yw5oWtrNENm9QwbPMVDvaMw&oe=6AD7CAAA
71,Al-Khadra Mosque or Hizn Sidna Yaq'ub Mosque,Religious,Nablus,Medium,All,Religious,Al-Khadra Mosque (Hizn Sidna Yaq'ub Mosque) in Nablus is associated with the tradition of the patriarch Jacob's grief.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,30,المسجد الأخضر أو مسجد حزن سيدنا يعقوب,يرتبط المسجد الأخضر (مسجد حزن سيدنا يعقوب) في نابلس بتقليد حزن النبي يعقوب.,Al-Khadra Mosque (Hizn Sidna Yaq'ub Mosque) in Nablus is associated with the tradition of the patriarch Jacob's grief.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSn37vLbLtKM0ar3ATUDjQM_mF8FXew1AiprflgWaB5dA&s
72,"Shechem - The Canaanite City, Tel - Balata",Archaeological,Nablus,Low,Youth,Adventure,"Tel Balata (ancient Shechem) is a major archaeological site near Nablus, the remains of a Canaanite city dating back nearly 4,000 years and mentioned repeatedly in biblical texts.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,20,شكيم - المدينة الكنعانية، تل بلاطة,تل بلاطة (شكيم القديمة) موقع أثري رئيسي قرب نابلس، ويضم بقايا مدينة كنعانية يعود تاريخها لنحو 4000 عام، وورد ذكرها مراراً في النصوص التوراتية.,"Tel Balata (ancient Shechem) is a major archaeological site near Nablus, the remains of a Canaanite city dating back nearly 4,000 years and mentioned repeatedly in biblical texts.",https://snd.ps/uploads/images/2020/01/B3ZHK.jpeg
73,The Western Roman Cemetery,Archaeological,Nablus,Medium,Youth,Adventure,"The Western Roman Cemetery, near Nablus, contains ancient burial remains from the Roman period.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,40,المقبرة الرومانية الغربية,تحتوي المقبرة الرومانية الغربية قرب نابلس على بقايا دفن قديمة من العصر الروماني.,"The Western Roman Cemetery, near Nablus, contains ancient burial remains from the Roman period.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRY72ATY_X_W-nWgSGc8Rhq4y-KwzcHyWkCA3tbchcw8rCj6OdkruMqh_Mk&s=10
74,The Roman Theater,Archaeological,Nablus,Medium,Youth,Adventure,"The Roman Theater, near Nablus, contains remains of an ancient Roman-period theater.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,50,المسرح الروماني,يحتوي المسرح الروماني قرب نابلس على بقايا مسرح من العصر الروماني.,"The Roman Theater, near Nablus, contains remains of an ancient Roman-period theater.",https://scontent.fjrs29-1.fna.fbcdn.net/v/t1.6435-9/67080191_387344355472010_7739405972174536704_n.jpg?stp=dst-jpg_tt6&cstp=mx960x640&ctp=s960x640&_nc_cat=110&_nc_map=urlgen_bucketless&ccb=1-7&_nc_sid=833d8c&_nc_ohc=3xX4pxpPppkQ7kNvwHKEN36&_nc_oc=AdrDg2hHKqJqfVrJuHr_bT63mRmZM_lA6IvbKaGPNcEIqTxYQDNOihfCreu6k6ptukY&_nc_zt=23&_nc_ht=scontent.fjrs29-1.fna&_nc_gid=QjqyhOg_AOB3MELW5E1wPg&_nc_ss=7b2a8&oh=00_AQKDrNoawVRu7bn_Uqv3SryAMBCRUxyuVR5Lcn7TxTXV7A&oe=6AD7A879
75,Great Mosque of Nablus - Al-Salahi Mosque,Religious,Nablus,Medium,All,Religious,"The Great Mosque of Nablus (Al-Salahi Mosque) is one of the city's principal historic mosques, with origins tracing back to a Byzantine-era church later converted into a mosque.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,40,الجامع الكبير في نابلس - المسجد الصلاحي,الجامع الكبير في نابلس (المسجد الصلاحي) أحد أبرز المساجد التاريخية في المدينة، ويعود أصله إلى كنيسة بيزنطية تحولت لاحقاً إلى مسجد.,"The Great Mosque of Nablus (Al-Salahi Mosque) is one of the city's principal historic mosques, with origins tracing back to a Byzantine-era church later converted into a mosque.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6yEkXmyhT_sER0nZYur9H9NICW3POxUVNXbcb_JMJcEvqjf3wQ5WHa5g&s=10
77,The Latin Church,Religious,Nablus,Medium,All,Religious,"The Latin Church, in Nablus, is a historic Roman Catholic church serving the city's Christian community.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,45,الكنيسة اللاتينية,الكنيسة اللاتينية في نابلس كنيسة كاثوليكية تاريخية تخدم الجالية المسيحية في المدينة.,"The Latin Church, in Nablus, is a historic Roman Catholic church serving the city's Christian community.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0CStLce6fX1iGvlRIK6S7MJxpjI52nO1VwjIKbvLbwg&s=10
78,An-Nasr Mosque,Religious,Nablus,Medium,All,Religious,An-Nasr Mosque is a historic mosque in Nablus.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,25,مسجد النصر,مسجد النصر مسجد تاريخي في نابلس.,An-Nasr Mosque is a historic mosque in Nablus.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2ZALAApzsdg5iXhD6CvhUCLwN_EVeo4bYv6dY1dCcOA&s=10
79,The Manara Clock Tower and Bab Al-Saha (Quarter of Nablus),Historic Old City,Nablus,Medium,All,Cultural,"The Manara Clock Tower and Bab Al-Saha mark a historic landmark and gateway quarter in Nablus's Old City, the clock tower built in the early 20th century under Ottoman rule.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,45,برج ساعة المنارة وباب الساحة (حي نابلس),يمثل برج ساعة المنارة وباب الساحة معلماً تاريخياً وبوابة حي في البلدة القديمة بنابلس، وبُني برج الساعة أوائل القرن العشرين في ظل الحكم العثماني.,"The Manara Clock Tower and Bab Al-Saha mark a historic landmark and gateway quarter in Nablus's Old City, the clock tower built in the early 20th century under Ottoman rule.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEh16jaUE-tCFARMuyxmK97S-gEhhGNMSOpat9OtJUeQ&s=10
80,Ras Al-Ein,Historic Old City,Nablus,Low,All,Cultural,"Ras Al-Ein, in Nablus, is a historic spring and water source that has served the city for centuries.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,15,رأس العين,رأس العين في نابلس نبع ومصدر مياه تاريخي خدم المدينة على مر القرون.,"Ras Al-Ein, in Nablus, is a historic spring and water source that has served the city for centuries.",https://palqura.com/images/article/1413/img_0536-1.jpg
81,Abd Al-Hadi Palace,Historic Old City,Nablus,Medium,Family,Cultural,"Abd Al-Hadi Palace, in Nablus, is a historic Ottoman-era residence built by the prominent Abd al-Hadi family.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,25,قصر عبد الهادي,قصر عبد الهادي في نابلس مسكن تاريخي من العصر العثماني بنته عائلة عبد الهادي البارزة.,"Abd Al-Hadi Palace, in Nablus, is a historic Ottoman-era residence built by the prominent Abd al-Hadi family.",https://scontent.fjrs29-1.fna.fbcdn.net/v/t39.30808-6/550885316_3676177189184344_7388092931484480843_n.jpg?stp=dst-jpg_tt6&cstp=mx1200x900&ctp=s1200x900&_nc_cat=111&_nc_map=urlgen_bucketless&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=gTR3nNt3_mYQ7kNvwFxOhaP&_nc_oc=Ado4SFqeSu9-XfjdAYUx4CynOz4KNC1BO1Iw13t-PVpfNOuXCvuGGz-5voxcKU-c4lA&_nc_zt=23&_nc_ht=scontent.fjrs29-1.fna&_nc_gid=uvpvjlsQ-Tz5MDei8Jooug&_nc_ss=7b2a8&oh=00_AQIesMy1MBIDQgrbuwmqA1di5-V0OReLAwKY6uOrfp4msw&oe=6AB60D2F
82,Tel Sufar - Sufan,Archaeological,Nablus,Low,Youth,Adventure,Tel Sufar (Sufan) is an archaeological mound (tell) near Nablus.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,5,تل صوفر - صوفان,تل صوفر (صوفان) تل أثري قرب نابلس.,Tel Sufar (Sufan) is an archaeological mound (tell) near Nablus.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-_7zdRDQ39NJv0QR5Xr21OjAlNpkfjCnIUmzXuNtpfw&s=10
83,The Old Town of Nablus,Historic Old City,Nablus,Low,All,Cultural,"The Old Town of Nablus is a historic quarter known for its Ottoman-era architecture, narrow alleyways, traditional soap factories, and famous kunafa sweets shops.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,20,البلدة القديمة في نابلس,تشتهر البلدة القديمة في نابلس بعمارتها العثمانية وأزقتها الضيقة ومصابن الزيتون التقليدية ومحلات الكنافة الشهيرة.,"The Old Town of Nablus is a historic quarter known for its Ottoman-era architecture, narrow alleyways, traditional soap factories, and famous kunafa sweets shops.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJ9h1aqq6EDE7rXmfogDBdqEHe7YASdGMl2Uiip0yuhUY-AY8Y-eNXMLXo&s=10
84,Samaritan Museum,Museum,Nablus,High,Family,Cultural,"The Samaritan Museum, near Nablus, showcases the history, religion, and traditions of the Samaritan community, one of the world's smallest and oldest religious minorities.",32.203624,35.270345,OpenStreetMap Photon,Matched,145,المتحف السامري,يعرض المتحف السامري قرب نابلس تاريخ وديانة وتقاليد الطائفة السامرية، وهي من أصغر وأقدم الأقليات الدينية في العالم.,"The Samaritan Museum, near Nablus, showcases the history, religion, and traditions of the Samaritan community, one of the world's smallest and oldest religious minorities.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuD1w3ES3Vs2vMAhm3fJh7Ggss_IjxZBmr_koTp7ItfA&s=10
85,Ein Qarioun (Spring),Nature & Trails,Nablus,Low,Youth,Adventure,"Ein Qarioun is a natural spring near Nablus, a local recreational spot.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,10,عين قاريون (نبع),عين قاريون نبع طبيعي قرب نابلس، ومتنزه ترفيهي محلي.,"Ein Qarioun is a natural spring near Nablus, a local recreational spot.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZ4QTh2c2m02RCHLr6g01YAtq8C3k18Px5iRaGtwBc_w&s=10
86,Sama Nablus Park,Nature & Trails,Nablus,Low,Family,Adventure,Sama Nablus Park is a recreational green space in Nablus popular with families.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,20,منتزه سما نابلس,منتزه سما نابلس مساحة خضراء ترفيهية في نابلس تحظى بشعبية لدى العائلات.,Sama Nablus Park is a recreational green space in Nablus popular with families.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyuoe9YZAWYZig-aT983HKC4CQX1flwukK65T7cJxlslasa9NuhQgtsYRL&s=10
87,Mount Gerizim and the Samaritan Sect.,Nature & Trails,Nablus,Low,Youth,Adventure,"Mount Gerizim, overlooking Nablus, is the holiest site of the Samaritan religion, home to the small remaining Samaritan community and the site of their annual Passover sacrifice.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,5,جبل جرزيم والطائفة السامرية,جبل جرزيم المطل على نابلس أقدس موقع في الديانة السامرية، وموطن الجالية السامرية الصغيرة المتبقية وموقع ذبيحة الفصح السنوية لديهم.,"Mount Gerizim, overlooking Nablus, is the holiest site of the Samaritan religion, home to the small remaining Samaritan community and the site of their annual Passover sacrifice.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHFUEDALdxK9aGpRE8JZaPGQCUgXjfoocNJIGYuBnHXA&s=10
88,Virgin Mary's Church (Mount Gerizim),Religious,Nablus,Low,All,Religious,The Virgin Mary's Church on Mount Gerizim is a Christian church associated with the mountain's religious significance.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,0,كنيسة السيدة العذراء (جبل جرزيم),كنيسة السيدة العذراء على جبل جرزيم كنيسة مسيحية ترتبط بالأهمية الدينية للجبل.,The Virgin Mary's Church on Mount Gerizim is a Christian church associated with the mountain's religious significance.,https://www.travelpalestine.ps/public/files/image/destinations/nablus/%D9%83%D9%86%D9%8A%D8%B3%D8%A9%20%D9%85%D8%B1%D9%8A%D9%85%20%D8%A7%D9%84%D8%B9%D8%B0%D8%B1%D8%A7%D8%A1.jpg
89,The Monastery of Bir El-Hamam,Religious,Nablus,Medium,All,Religious,"The Monastery of Bir El-Hamam, near Nablus, is a historic monastic site.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,40,دير بير الحمام,دير بير الحمام قرب نابلس موقع ديري تاريخي.,"The Monastery of Bir El-Hamam, near Nablus, is a historic monastic site.",https://scontent.fjrs29-1.fna.fbcdn.net/v/t39.30808-6/516385827_1269134851889230_9111822309597910155_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1365&ctp=s2048x1365&_nc_cat=110&_nc_map=urlgen_bucketless&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ikRauppSJYcQ7kNvwGWOcto&_nc_oc=AdqGXqhDfgmk54YfM0YKWPbQnHRK2lf0SBFwpf5xo8Jdj8jhJGmdR9ftLnyD-7zp2E4&_nc_zt=23&_nc_ht=scontent.fjrs29-1.fna&_nc_gid=FojLRvbzJQdv0ZHxwxDP3A&_nc_ss=7b2a8&oh=00_AQIGMY3Qj-UhjvlgVqQ-r17xE2gHiIINZ-1vdrjWOyIPBw&oe=6AB614F3
90,Wadi Al-Tuffah (Apple Valley) and the Water Mills,Nature & Trails,Nablus,Low,Youth,Adventure,"Wadi Al-Tuffah (Apple Valley), near Nablus, is a scenic valley historically home to traditional water mills powered by natural springs.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,20,وادي التفاح والطواحين المائية,وادي التفاح قرب نابلس واد جميل كان تاريخياً موطناً لطواحين مائية تقليدية تعمل بقوة الينابيع الطبيعية.,"Wadi Al-Tuffah (Apple Valley), near Nablus, is a scenic valley historically home to traditional water mills powered by natural springs.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_Bpt_GaKyXHIZs_2TP7NqizOYHaDFYJMjKwwk9xGE8g&s=10
91,Rafidia Village,Historic Old City,Nablus,Low,Family,Cultural,Rafidia Village (now a Nablus neighborhood) retains historic character within the growing city.,32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,20,قرية رفيديا,تحتفظ قرية رفيديا (وهي الآن حي في نابلس) بطابعها التاريخي وسط توسع المدينة.,Rafidia Village (now a Nablus neighborhood) retains historic character within the growing city.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmTiGkI0U-sjIkIwjdkwYKYk5gRtXXK_OM0L3zCeZJmQ&s=10
92,The Olive Press (Al-Bad) and the Dar Al Dawani,Historic Old City,Nablus,Low,All,Cultural,"The Olive Press (Al-Bad) and Dar Al-Dawani, in Nablus, are historic facilities reflecting the city's long-standing olive oil and soap-making industries.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,10,معصرة الزيتون (البدّ) ودار الدواني,معصرة الزيتون (البدّ) ودار الدواني في نابلس منشأتان تاريخيتان تعكسان صناعتي زيت الزيتون والصابون العريقتين في المدينة.,"The Olive Press (Al-Bad) and Dar Al-Dawani, in Nablus, are historic facilities reflecting the city's long-standing olive oil and soap-making industries.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQueaKQPfS7qo39i-zL4uP1EiLItrWg9_i_FebIz7VKCw&s=10
93,Men Column Shrine in Nablus,Religious,Nablus,Medium,All,Religious,"The Men Column Shrine, in Nablus, is a local historic monument.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,55,مقام عمود الرجال في نابلس,مقام عمود الرجال في نابلس معلم تاريخي محلي.,"The Men Column Shrine, in Nablus, is a local historic monument.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3zMpffThuOtNY3H95uWYABtgvkdv0hgSywKD0RcIt0g&s=10
94,The Eastern Roman Cemetery (The Askar Mausoleum),Archaeological,Nablus,Medium,Youth,Adventure,"The Eastern Roman Cemetery (Askar Mausoleum), near Nablus, contains ancient Roman-period burial remains.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,40,المقبرة الرومانية الشرقية (ضريح عسكر),تحتوي المقبرة الرومانية الشرقية (ضريح عسكر) قرب نابلس على بقايا دفن رومانية قديمة.,"The Eastern Roman Cemetery (Askar Mausoleum), near Nablus, contains ancient Roman-period burial remains.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhFqR25eDve5u_czaL9vQqN2H3d12cylzGJPvxBxaKdA&s=10
95,The Shrine of Mujir Al-Din,Religious,Nablus,Medium,All,Religious,"The Shrine of Mujir Al-Din, in Nablus, honors the noted 15th-century historian and scholar of Jerusalem and Hebron.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,40,مقام مجير الدين,يكرّم مقام مجير الدين في نابلس المؤرخ والعالم البارز من القرن الخامس عشر في القدس والخليل.,"The Shrine of Mujir Al-Din, in Nablus, honors the noted 15th-century historian and scholar of Jerusalem and Hebron.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpyarsV-ioRpyxvvSMwM84A1uU0cT61BbEEa_fWTna7Q&s=10
96,Tomb of Sheikh Ghanem (Gerizim),Religious,Nablus,Medium,All,Religious,"The Tomb of Sheikh Ghanem, on Mount Gerizim, is a local Islamic shrine.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,40,ضريح الشيخ غانم (جرزيم),ضريح الشيخ غانم على جبل جرزيم مقام إسلامي محلي.,"The Tomb of Sheikh Ghanem, on Mount Gerizim, is a local Islamic shrine.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTo2-VwR0D-FXY7OLXvjXAi1oYKox9DsW9FJ0zl2-Cp4g&s=10
97,Al-Saqaya Standpipe,Historic Old City,Nablus,Low,All,Cultural,"Al-Saqaya Standpipe, in Nablus's Old City, is a historic public water fountain.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,5,سبيل الساقية,سبيل الساقية في البلدة القديمة بنابلس نافورة مياه عامة تاريخية.,"Al-Saqaya Standpipe, in Nablus's Old City, is a historic public water fountain.",https://www.travelpalestine.ps/public/files/image/destinations/nablus/Al-Saqaya%20Standpipe%20-%20Nablus%20%20(1)-medium%20(1).jpg
98,Braik Mill (Abdul Haqq Soap Factory),Historic Old City,Nablus,Medium,All,Cultural,"Braik Mill (Abdul Haqq Soap Factory), in Nablus, is a historic facility tied to the city's traditional olive-oil soap industry.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,45,طاحونة بريك (مصبنة عبد الحق),طاحونة بريك (مصبنة عبد الحق) في نابلس منشأة تاريخية مرتبطة بصناعة صابون زيت الزيتون في المدينة.,"Braik Mill (Abdul Haqq Soap Factory), in Nablus, is a historic facility tied to the city's traditional olive-oil soap industry.",https://www.travelpalestine.ps/public/files/image/destinations/nablus/ben%20el%20brayk%20.jpg
99,Al-Tubani Corner (Al-Sheikh Nazmi Okal's Corner),Historic Old City,Nablus,Low,All,Cultural,"Al-Tubani Corner, in Nablus's Old City, is a historic architectural landmark associated with the Sheikh Nazmi Okal family.",32.228066,35.237042,OpenStreetMap Photon (city centroid fallback),City-level,0,زاوية الطوباني (زاوية الشيخ نظمي عقل),زاوية الطوباني في البلدة القديمة بنابلس معلم معماري تاريخي مرتبط بعائلة الشيخ نظمي عقل.,"Al-Tubani Corner, in Nablus's Old City, is a historic architectural landmark associated with the Sheikh Nazmi Okal family.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzyW8gynVQ-JHCDBMYXjQxbqB2rDDTCGxSwnuFMFmxOQ&s=10
